filename, Fake, Real
122e01650de7e6ec3b0c5808b448c9a2_jpg.rf.92211f97a0c58d601a82d8a840ab9b92.jpg, 0, 1
ced6914eb9aa033440780d4e469fd081_jpg.rf.91e5eb11b5e459232cd2e7fd3cdfb4da.jpg, 0, 1
4b7e745aaf631e1bac59cd28525eab13_jpg.rf.931cbb3e197e7d6811687d9cabb91fc2.jpg, 1, 0
d823429f32ec5664528eb08a98bdde31_jpg.rf.92f1446d080fe6ee35ea1932a65d1780.jpg, 0, 1
33dc44b8190291854c027d934222ee7c_jpg.rf.930e229afdb62aaaf1b21cf8a9091b23.jpg, 1, 0
07f838610d75b083f080c6c7d7b551f4_jpg.rf.8fae9d6de829ec5ae88fa6a37103c81e.jpg, 0, 1
c501a1506bc33b71eead86b10dac59ed_jpg.rf.931dc45769bb96ea74da66e46fb1ba37.jpg, 0, 1
34e2040ca1b82ab5198b2d91474a5f9a_jpg.rf.9387cc0375ca02b996683ad3cdc524c6.jpg, 0, 1
34f5ff5b4b8555cc3b4cc9e56359bc5d_jpg.rf.93b06ec0e429e025054823f1e212a470.jpg, 0, 1
db9e7b36ebacdba3f7a2354e9706482b_jpg.rf.95234d59ae7f8e5a2fee1f14e64c0e46.jpg, 0, 1
5835dbee1a44993735053fcdf6d2549a_jpg.rf.947123a2ff51274510090332d6f8d877.jpg, 1, 0
flipped_2af74432a934f20a85bb56e020c55d9a_jpg.rf.97e40a6f9653cb9c887b65bc70e95968.jpg, 1, 0
cc197b5df1fad7df7e0852b3e0c30c98_jpg.rf.943c0e386f80bc8fe922e5f6aadc8bff.jpg, 0, 1
e46d0a5df35727e03e96288f68bad924_jpg.rf.94ec0335c96a214fda6d837fd5d34c2b.jpg, 0, 1
53bb94b656c1e1fe065e8f3244b8e904_jpg.rf.95c5cfbfa86873f1ea59cc8b964f279e.jpg, 0, 1
c796527c2f7fc30fc3a245edf2cd6650_jpg.rf.967fa21ba96d38e79da9d26702a05af4.jpg, 0, 1
0ebc4388c3ed59e43354ab39011e00f7_jpg.rf.969f5404efe345e8b66a5f2cd0b8fb21.jpg, 0, 1
3d50be43190525fe604c7950cb5a10a4_jpg.rf.97735bbe362c24b8b03473a9363694b4.jpg, 0, 1
99765a5a12478fe5fb994c290112dd9a_jpg.rf.961ece00d7f13d98f76f1a7c9c1cb7ed.jpg, 0, 1
deepfake-src_17-ref_15_jpg.rf.95ea398502ee46fc99da0d4c2679d6f7.jpg, 0, 1
90bbabc19eac7d56a5f9d4ef95e7110b_jpg.rf.9836cdfffa2a068f2225f621ebeef8bc.jpg, 1, 0
6d3141dd7d86728f1a6c574c9576857f_jpg.rf.95304a76d5429d30b6dcfff2a4c1980a.jpg, 1, 0
c087bfb5f3f50c02c95adb6aa6ad0048_jpg.rf.97dc666f960df12d4365fb6af9662d11.jpg, 0, 1
4227d6e0ac1056c1e2da948b38267d85_jpg.rf.988129b6a37e2fdff82762a5d987bf57.jpg, 1, 0
bfd15b8cb067771cd84c1180b2c6030b_jpg.rf.9869c32c770574f7491cdb9d88823bf8.jpg, 0, 1
8dff032a4db8c8be136d8473a03023f2_jpg.rf.97fbb2c28092f81445e995994bb4b5cf.jpg, 0, 1
9068b7483da307480999f74db71600e1_jpg.rf.9649b4161434e0c1b841d92ea0fa8d67.jpg, 1, 0
8a98aba4505ad5320fdaa96a0d03a791_jpg.rf.9829c831353104ddd3a77fc852cb404a.jpg, 1, 0
2b4dbeba6218f646b3066f64472ac4f7_jpg.rf.953996e4f33772e818f42616ba3c394f.jpg, 1, 0
dfaac789780169b9960e9d12d0656666_jpg.rf.98ccfec3fc2a4017d6e52ecf29647e11.jpg, 0, 1
80cd2808b881d0674b7a6066b12ea61e_jpg.rf.9765e1931492f5aca49609ecc775c079.jpg, 0, 1
0a3861ea76cd235432837ae5bd95e250_jpg.rf.96384f9a7be64e2c88d1419a10cd1aa1.jpg, 0, 1
373b7727679a33c89b0a9609dacd62e9_jpg.rf.97390aacdc450867f685cb67936d994b.jpg, 1, 0
98ba18153fcb26ecd33d8675b5ff015c_jpg.rf.9777038788ad491a58cf0dc3a1b0a462.jpg, 0, 1
14a073624b9fe76ccfafdf73a19a6628_jpg.rf.98cf92d1166a0e8d033eced0e42dff38.jpg, 0, 1
flipped_2dfac82099a51d56596b3a4deb3fe81b_jpg.rf.98dcdf466645f85e5c8361d16f975e19.jpg, 1, 0
0a881cbb774085c382a90f90d15a613e_jpg.rf.99f51f93ec74e840960bee75aae36fe9.jpg, 1, 0
6782c532819f80367fc0b01238f26de3_jpg.rf.998f42bced63a9a208fc262ad8921a75.jpg, 1, 0
25ca6887caa2bd2cd84bab2c39e88281_jpg.rf.99ddf4847b69ae4d0497e9c13b1073ed.jpg, 1, 0
2bc1c847fac7483d31eef7c405938217_jpg.rf.9a47e6a14f4466885e8e9b3f3701dbbb.jpg, 0, 1
286fce7138f8fe185989508f278ae9f7_jpg.rf.990b8411ea9c2f61dd581da9743d179d.jpg, 1, 0
c3c8044f598ac2bd184abc9ace3bbd4e_jpg.rf.99f60247e5051ba51084fc4580f09db2.jpg, 0, 1
82d41e052bc2244c491c795e31d60694_jpg.rf.9911ed3f4ab3376eb3a237ff5a00fccd.jpg, 1, 0
60d5cbecc72c87c0d8318219e7ca1c58_jpg.rf.99a3693327f73f21b565c1825354042d.jpg, 1, 0
30fdc147933bc1592b69a43f08f5518c_jpg.rf.9aeaa293c62752a057a834faef9c9e15.jpg, 1, 0
9abf3fc9ea53fc6e96ef8c62895c2777_jpg.rf.996b16732becd0057b07a0b4f25d1b10.jpg, 0, 1
7a00c36cb269847e1f7a900acf273ec7_jpg.rf.9a70ed0b56568ec9c7bfc87c22188200.jpg, 0, 1
2c0acddfd165b592093dec9defcb714b_jpg.rf.9bf531bf8078f86640c30b1900cedf97.jpg, 0, 1
8ea9164680af3fdc1cd67bde024ced05_jpg.rf.9a3e113f13d0ceb879bcb67737c85ec5.jpg, 0, 1
9b302eed138405d645cae275a2013fca_jpg.rf.9b36cfdcb070a0efb5300948480072a2.jpg, 0, 1
deepfake-src_13-ref_99_jpg.rf.9ba94b6a69809005652c217054a7f55e.jpg, 0, 1
flipped_0a9fab9c821a9f2e8502b8ac1ac6f2c7_jpg.rf.9ac98a22555a0d3ca105aeef12207e19.jpg, 1, 0
7b7e8a06f22394b13ec41ac3803e8d2e_jpg.rf.9a0482af518cc1dd16f778d48f209ff2.jpg, 0, 1
da71dd1a8ce8fff3a93e8b2d1ac41f42_jpg.rf.9cc30040a8a950ee8b5b27ea11866fdd.jpg, 0, 1
174e3fafc531d9d27ac2e4f3db55544b_jpg.rf.9c323be29e5d35207a119077d257c6a5.jpg, 0, 1
9d3d791b22f2f76ee57a83a5924bc9ab_jpg.rf.9bf74a13d713f00b479202a3bdd2a669.jpg, 0, 1
flipped_5b16e8a9b977f320bceab3673dfd435c_jpg.rf.9cbc91f974e3be7ecab72fa30aaab012.jpg, 1, 0
24b8fc5b2d8afabf932485c3fa7e284f_jpg.rf.9a9c05351fb35ea2b1e0324671a8beff.jpg, 0, 1
flipped_8b05b79c45d2eda0d283f2ec0f477c1a_jpg.rf.9a690c6e38e42985ab8154366b0f28e2.jpg, 1, 0
flipped_10f49530118261cce82201e0c6abd2bd_jpg.rf.9bed0434c8b6f6e575bb9edb779c4d12.jpg, 1, 0
7a2bfe3d4b7c52b0e088661744f9b760_jpg.rf.9c6c485b2be3b215586df1085f11f976.jpg, 0, 1
flipped_10e27bf07626e587315293aec28269d6_jpg.rf.9d69e01c55eb0fc8878ba719f09933ed.jpg, 1, 0
6b70ba130211129ed979e4a3571169aa_jpg.rf.9c89d2da77f5dc7e532468cab3decafe.jpg, 1, 0
89b3e0c8ccb95e50e0add3acb2b9326c_jpg.rf.9c5d61c05f237f70f259bde34a01a2df.jpg, 1, 0
78523sadf15dfad132-50-_jpg.rf.9ce730d3e2f94f435933a4d94c64237c.jpg, 1, 0
da91c6b3ddee2deb090b984036e290d3_jpg.rf.9da08b94f20046f7222bc763b555baf3.jpg, 0, 1
deepfake-src_20-ref_115_jpg.rf.9ced5cde78369318d94a76febc99125a.jpg, 0, 1
06f0c2c34b6b970808b8c6368d0eb924_jpg.rf.9db01cd96cf471b88c873cb9d513dbd7.jpg, 1, 0
flipped_07a5dd061a7fa129258bf894b6aef457_jpg.rf.9e035a1b26caf9b6415afd7ffc94e930.jpg, 1, 0
4559cfa14c7959da1082cce1f258ac6c_jpg.rf.9e3adb789adf80cc8f1bd18322391c10.jpg, 1, 0
0a6239be36dc1f64c73d21a0e96d8616_jpg.rf.9db7fdacaf1cc6b358b8432c551d6181.jpg, 1, 0
76436b02c92560307e39e5eca204f31e_jpg.rf.9ff22457caaba0cd81ca32767614a97c.jpg, 0, 1
9dc076c6bae2af9d41c99cba13c5dd68_jpg.rf.9ff840036132ca9be6bdba51a89b9067.jpg, 1, 0
2d5893ced7a8766fc5dadebcb847f5d4_jpg.rf.9e114e499439db3c07736bb4a1f8fa28.jpg, 1, 0
5a7851075e9cb56df4047b1b49e911e1_jpg.rf.9efe47aaadd82d1e1da68ac930b0492d.jpg, 0, 1
5c4b35879d6cfc1462f061e89b19f0a9_jpg.rf.9eb19b01ba08f8c021c0a2ac5ed0ea0d.jpg, 0, 1
9c5bee96cb2fbafdd2b08bd215ecb659_jpg.rf.9ff2d2bfe51abc93851e1fd3e3838643.jpg, 1, 0
5fc37ef1a0ee731d43c5491100be2f11_jpg.rf.9ea90abb0e62ab584a279615176c84c1.jpg, 1, 0
49f6648424d1bca3aefde356694c2d05_jpg.rf.a05f816209454f8a8a76fb4c1664754b.jpg, 0, 1
d6de69d84773c702fa6bd96fa10ca9ca_jpg.rf.9f00dc93cb8c3c087ea89d0de04aa67b.jpg, 0, 1
6fa80807e8fbed548f2711a83ae23da5_jpg.rf.a0863d36cca2b45d35487dc4b0f9ec41.jpg, 0, 1
2aea64e815496bbc8180527822aeccaa_jpg.rf.a108bb3bd3456a91ea60854229264d0a.jpg, 0, 1
7becad5cacab65ce38190f3a71b4f18a_jpg.rf.a0a5c728d86682bb01cd7fa298ce7bab.jpg, 1, 0
474f4b0c05465a55deab7fd0e93c676b_jpg.rf.a23ba4928931e477ff4ca7f4b038af5f.jpg, 0, 1
0a2700a8fe1dca6506bc9d70e03522e2_jpg.rf.9ff8e29c581659dcb22e20aba52587e1.jpg, 0, 1
9b82094b347675b62944879071cf0259_jpg.rf.a0fca2eae15ca10f5696788fc7b8a2a3.jpg, 0, 1
flipped_3ac257d81f9ed8bf3d6d41c0f8d283de_jpg.rf.a1e278feb19ba6c2fc837652a3cae11f.jpg, 1, 0
1505d46969684a47eb159aac5be7d64e_jpg.rf.a1900c907b667cde02795598de9b0912.jpg, 1, 0
1cf911a616aaa7aee54523acb4186e2f_jpg.rf.a07546972f8b774d47cd24058e3b03fc.jpg, 1, 0
3e6802450e22497b7763f5e3b42da27c_jpg.rf.a24532bda92ea9978f4f58f36153410b.jpg, 0, 1
30cad69d15a5329d394b0552911b19f8_jpg.rf.a0cef96a26c688ce1024a44a26a1bfaa.jpg, 1, 0
1820f0f8656bd3e55a3022bd2d436aeb_jpg.rf.a28a93e726a7c6f99c784b0f0b1075da.jpg, 1, 0
deepfake-src_11-ref_45_jpg.rf.a2e091d01ac51728c0e6c5c30091d3b3.jpg, 0, 1
deepfake-src_10-ref_124_jpg.rf.a485eed37eea28c9402595a903e52f1e.jpg, 1, 0
cf9438e0f1abd3787f9ddf5e5ec487d5_jpg.rf.a40a04f4c3468046ab48038098e60b36.jpg, 0, 1
d31d36e30954217b964777fb0595a6c8_jpg.rf.a415039fd694cb0c3fb558ec075fc1c2.jpg, 0, 1
96b30a2f35e69dde258ccdad76523282_jpg.rf.a339482285a1d1de2f33d56eba44dfbe.jpg, 0, 1
4c40d5c0fee537a36ca209dfc5690ea6_jpg.rf.a473e3f0a2e3ad6e90a47061a32755cb.jpg, 0, 1
deepfake-src_12-ref_103_jpg.rf.a27ac75eefbc50b60c8915a41e20fa7a.jpg, 0, 1
82b2b3ba474ad453104c0f945ceb0501_jpg.rf.a3e88d8342a6b120e6f74180804d6e41.jpg, 0, 1
231e6ab9ee0090c74b347fca432cac09_jpg.rf.a466a4fc661d4893025696dd56de9004.jpg, 1, 0
e18c59d6ae6b4adb8deb37ae754ef828_jpg.rf.a4b374424696ebb9ad1a29fd0b51f907.jpg, 0, 1
deepfake-src_31-ref_0_jpg.rf.a28b5a83be7010c9fb427c16e5380b67.jpg, 0, 1
d3bdd0cfc8a2438ed26b9bf6730c435a_jpg.rf.a44c78387da54c7fca135308a618ced5.jpg, 0, 1
deepfake-src_6-ref_19_jpg.rf.a515f95e315433ba43f22830cf904352.jpg, 0, 1
deepfake-src_5-ref_138_jpg.rf.a4c2c7724bfe8e95ef48008a6c90e7d9.jpg, 0, 1
dfa53c522df954557704f7428bc3b282_jpg.rf.a3b960d9d4d3bba6d8fbb935a9c90ae8.jpg, 0, 1
dacbd219c98d98e3d97c430480271dda_jpg.rf.a550380a38fdcc52e988d2b280f22c5a.jpg, 0, 1
cacfd501cdb116a148163c296ed0c7c4_jpg.rf.9fef240bda774dafd8aa2336ed83e53b.jpg, 0, 1
flipped_00a7218a4d9f1fa6a6073f575b064cae_jpg.rf.a51d77ec75adae1c5ca05973afa3cbf1.jpg, 1, 0
c0a72a8da6b188845a002b5eabae78ed_jpg.rf.a585f31776c36897ef8e415138ef9469.jpg, 1, 0
66c91df83fd95ceb7c3d417dd9545963_jpg.rf.a64a760c2fb153a802de61b336b631d9.jpg, 1, 0
9e16904fa44d55ac07eaa01c3b8592e2_jpg.rf.a5d528380274a63f3408eeae13acdcfe.jpg, 1, 0
7976903ff7ce7843b1ae615c46db37ae_jpg.rf.a6079da052d25366601a72a68fe87b66.jpg, 0, 1
da813ab7635ec54a12f3a78a326feb41_jpg.rf.a5c1118f6ae0e150dfd3882ff5db7eb9.jpg, 0, 1
6c1f99ec1c358566cd15bc40d4487dea_jpg.rf.a68771584ec45bace3b20bda47b458a6.jpg, 0, 1
279f24735334e42ddd161aaf67c94346_jpg.rf.a64ea15c0e43181190388f7ecb997ed4.jpg, 0, 1
e0946e0a0e9a3a29f9581db7475fcd4e_jpg.rf.a655cee958736911cd34b54d731024f6.jpg, 0, 1
078e978d5a9c5fb9e650d9e149fe4b1a_jpg.rf.a754397581e1f0960225fec5f5615cbe.jpg, 0, 1
flipped_1e7646a97ef8b481e5fb13f31c9c5697_jpg.rf.a74184b22e46a45dc136dcd8055ba44b.jpg, 1, 0
e6905fc7d5a840c89ad54c6159b765df_jpg.rf.a67b94ddd6c7991b488e460b22fd0c54.jpg, 0, 1
0d51708ab43040a7288339343247b829_jpg.rf.a9cd27e2de2ee498e268e9db8505d33c.jpg, 1, 0
8807be220b8ff82e5ad24ef97895deea_jpg.rf.a9a58a39eb8f0aa24b683c1d02390d27.jpg, 1, 0
76490d1d0146fdd9df013475cd98952d_jpg.rf.a9be4e777ff639790a6b085d63f2e0aa.jpg, 0, 1
de11e4bf6e944dc179405c47d07124dc_jpg.rf.a8da58b4624fc8a54792b2e014d269da.jpg, 0, 1
flipped_4f391c45d3742f90cb3ee9ccec7efb59_jpg.rf.a76359e56363e24e5a6d9cfad106f523.jpg, 1, 0
653c2222b71a108db7d571f127345d07_jpg.rf.a6f1d7d3ea0d600011d406599e9d533b.jpg, 1, 0
927d95adc73aa470fbc3dcf3aa62bcda_jpg.rf.a698fdd8a33b392757af190d3d1eb0a4.jpg, 1, 0
flipped_8e2d480be7a6e4c9cd1f1b5ac31a5f6c_jpg.rf.a7d9d696370bc281d93611ac168a58ae.jpg, 1, 0
3e9d5d90415693f4775384ef895191ee_jpg.rf.a84a06fc9329ad1ca1dffa1964468fde.jpg, 1, 0
deepfake-src_15-ref_101_jpg.rf.a8fa1d5ef516a9bdbf4f7761142d39ad.jpg, 0, 1
5d817f0580e61ce18f24ad9ddf557693_jpg.rf.a70af1983e6170f2f4087924829481a8.jpg, 1, 0
bdec7b8a31f1acfbd430351b1a067828_jpg.rf.a904f56b8d882e994edf36849f749ab7.jpg, 0, 1
5b27500418a8ad6b267c745b5acf66d2_jpg.rf.a9cfc06eabb0266313be08ad4c95d2bb.jpg, 0, 1
6b68e903bb27d6308fd7f9e4291b7de9_jpg.rf.a8ef5cff9940098f8cccbd30f99cd67e.jpg, 1, 0
deepfake-src_25-ref_140_jpg.rf.a9faf7955359f8a62b7b1d28c72a2bfc.jpg, 0, 1
19fde7bc68fa7b1bbddf3bbcec4936c3_jpg.rf.aa6a775c3ce1f597ece3d00d7eeac24e.jpg, 1, 0
03b93b94cc6fcf725e0f5c31a396b2a9_jpg.rf.aa49ac4e10f643d7dd88c3155d1ecf72.jpg, 0, 1
bd107f591f71267a380757da944b5069_jpg.rf.ab12f95349ef704dd456f956b2b748a4.jpg, 0, 1
81dc34473110deb09393d049ab949e11_jpg.rf.ab7fd1b592a750e9a2795ac4fa6792c3.jpg, 1, 0
79bc6bb10771f2c17ddf4901a832a55a_jpg.rf.ab3ecefe3271d24ff7624a5cbaaf87cf.jpg, 1, 0
896e76ed0e0923371e8d84f2fe3f7efb_jpg.rf.ab90bf852634b29c26d3936926086150.jpg, 1, 0
deepfake-src_19-ref_10_jpg.rf.abadf0f200c8d17b2b0978db4cfdf9ea.jpg, 0, 1
95701ef5f8ab97fc8604a4a32493b971_jpg.rf.a5b281bfbe1dde7ad2136123c419ddd2.jpg, 0, 1
8f18a0cae2a178783cd8b520e97d84c4_jpg.rf.ab95ba0fbbec97aa95fd3b1e3602f848.jpg, 0, 1
20d558cfd6084bf97b0f75632734cf55_jpg.rf.ace1845e9d3a4309b5fd9a0d4e49a06d.jpg, 0, 1
54c3fcb1a54ea9fc877acb19992dcd19_jpg.rf.ac206ac054187b07b909ef6babb9ce7e.jpg, 1, 0
4622d74a9032b79916bf95424213532a_jpg.rf.acfb63cf1d6e2520f61759aabe8fcd33.jpg, 1, 0
flipped_0a0905699d309e9cded6bf01fd1d5b93_jpg.rf.abbf9040e37011924f5791e85e0e2d70.jpg, 1, 0
d33e57b68773a2a048c47b7257a3e4b6_jpg.rf.aca1bf788a2e0223643603a7a55b7fc1.jpg, 0, 1
bd96065cea98738fcb61162aec7e24c5_jpg.rf.ab560975fbd2737fe838de40cf4c302c.jpg, 0, 1
0ef176bc35197a7cb026c02b11e9b72d_jpg.rf.aa822c91ee80eecc26d7074908b97771.jpg, 1, 0
c94437b14544fbe8773ef74e6e07ca61_jpg.rf.aba114231166d8bbfdba9d1f54541310.jpg, 0, 1
45ffbc1b0b6fa4139db3d75a9b09d20c_jpg.rf.aac5eccb3428ca66d0346a30ce3291df.jpg, 0, 1
939ce922e6722445dcd7e2d2edbacce9_jpg.rf.abbca2f4d9df0beb5f43524d583796a1.jpg, 1, 0
deepfake-src_32-ref_104_jpg.rf.acd0847753570fc9f4ce2937374a5d37.jpg, 0, 1
489b7384f582c963d698e052fc7f4b6c_jpg.rf.abe2f45171aa41cca5900e39d03ce5a4.jpg, 1, 0
6c114a0d749fb49d153a3a4bf1710335_jpg.rf.abc479aca7179bf0797431a9ad8976ff.jpg, 1, 0
flipped_5d825fb3419ec907d7eb9ba6e5e77bfb_jpg.rf.ad0e5b8b8b163d276790ee0e92660b96.jpg, 1, 0
c25069743229f67f47967cc33db0934b_jpg.rf.acfc2c64d8e47f697617eb383a8ac216.jpg, 0, 1
2244d770e2a0b6d0e650439da9bccaf4_jpg.rf.ad592012c280d4fa12654d9222715c91.jpg, 1, 0
75c838a687cc5708f097904e7558d918_jpg.rf.ad31bdf8a884e13e54d79e1ed377353e.jpg, 0, 1
c9b161ef3d75cd051dc30baeb40108f1_jpg.rf.ad55aafde5119aced15044f2079c09a9.jpg, 0, 1
4aa059d04f2a51cb23e57b4070b63d52_jpg.rf.ad54f6ad839383a4e354fed845a58c32.jpg, 1, 0
flipped_1da942177d471e34d16153b1915bad12_jpg.rf.ad50da338ec4f79a036209a468091796.jpg, 1, 0
deepfake-src_13-ref_47_jpg.rf.ae72e3ea1f99c46f2da285fab20d3b2e.jpg, 0, 1
83de6467ed0095805b88d19658480673_jpg.rf.ae2df51e86f7b548dc3af21eb153bfb3.jpg, 0, 1
0b311a8355ba5302b2c3406b2ffc46ac_jpg.rf.ad67bf301ea93eadb342f210d175b11c.jpg, 0, 1
c7c74c5555eacf1189bf19790a533a11_jpg.rf.ae76e41846bc3869fa0c8af644363d70.jpg, 0, 1
3ad8052f325541ae4f9a415c08165dd3_jpg.rf.adaddd6b8fa5dd2853a3d2f57d80828e.jpg, 0, 1
07612c3c5c3573932f0957508be728fd_jpg.rf.ae2d92ada78023dfe0865cd794cb318d.jpg, 1, 0
9fdc85212c95e066140c9a281f081bf9_jpg.rf.adaae56d0601566373cc4caf476f30d8.jpg, 0, 1
91b0942201e6369db8b4537b1b2b5d61_jpg.rf.af7d272ae612264674dc1be3651a6e25.jpg, 1, 0
deepfake-src_16-ref_55_jpg.rf.b0444718a1f740e692fecd4412f5f8c7.jpg, 0, 1
e23bfc9c17bbcef65730120f9ed3e2c6_jpg.rf.ae5dd39720c7f4b5cb3a7e555c6442f2.jpg, 0, 1
deepfake-src_9-ref_67_jpg.rf.b023813a56fa0d58c3ae1c5c093b30e2.jpg, 0, 1
flipped_02d2fac7f99c95fa8f2064f39d5e815b_jpg.rf.b06c67a472e49b038c4344e3e22b17d9.jpg, 1, 0
6dfe199e354fe12d4dffabd885926ff9_jpg.rf.ade3a4659a41bacb00d5df8b90e9c7bd.jpg, 1, 0
c38a0a2c70d609268c64a5d686a0a052_jpg.rf.aff1c3e86fa42e99ea9bf911d584c08f.jpg, 0, 1
8e8a1889d78e10f1f46b03fa1526f2af_jpg.rf.b19d106bb12afdd3440d873e8d00c859.jpg, 0, 1
c929e2fe7072eb889b8b8cf628b35f48_jpg.rf.b180cd6d7af08a7f2b75749267648655.jpg, 0, 1
13029625e1df71b742e17bdb9b3138a5_jpg.rf.b00de68b5a26a97c6b144e09027a23d5.jpg, 0, 1
0a762f9bf775e97cd2c5e90ce60b7f24_jpg.rf.b01a4972fa1bd721687d1bfe839430ff.jpg, 0, 1
df65833442532ae5881bdd601730cbaa_jpg.rf.b08f5d9f48de7da3a6cdc462d1d9fd4c.jpg, 0, 1
c0fd1b999de29e4ed506bce6ebe2b793_jpg.rf.b166866477affcb7b9f24ef381ac2d18.jpg, 0, 1
flipped_0e0e5a492a55b3d763ccc0e88c82f668_jpg.rf.af30857903565c6f11b49dcca2ad2e74.jpg, 1, 0
6998c34e66ee7d813ff784fbbd28c5f6_jpg.rf.b185ce8f82d1985fc2432bbcb777ee48.jpg, 1, 0
flipped_9a0bf85e848f1d3716608848f9b0e204_jpg.rf.b0fa9122a31973c50d3e0a7f8b0ae1ab.jpg, 1, 0
1aec32be96214fb031508d4a422a28a4_jpg.rf.b153a6579c74e9f7d9fcc8a0d1235f51.jpg, 0, 1
flipped_6aee08b8ed07578b4735cae8da54b9f6_jpg.rf.b0937c73f2379dad591500dd1a0e9e1c.jpg, 1, 0
0fd18e4c7b6e5702266072fbcabcff01_jpg.rf.b1a236f8c5a917ac2df825f46bb00321.jpg, 0, 1
flipped_2a407dcc7be0e9c7e63c165a7934b078_jpg.rf.b2052263ca33e1b3ff8c0a935419cdbb.jpg, 1, 0
cb1796361aff37efc093a7a5b1bab2b5_jpg.rf.b208cfa552fba5fe09a920e086ade284.jpg, 0, 1
8364781ae0184552ea02b04799fbcaca_jpg.rf.b205e48de71a00ff6147f6ed074847b5.jpg, 0, 1
243f4579f600aedb467e81b305ca6a82_jpg.rf.b263b031b5e0a6765166cefeb7ab536f.jpg, 1, 0
flipped_2c3885fef267562febce00d044c9b6e2_jpg.rf.b261e9585d14b34925c64cb310b6ec09.jpg, 1, 0
0cc38d461815a15945f44ab68bab4e2b_jpg.rf.b2815847b27a6f6c97209da7ff290c9a.jpg, 0, 1
76f3855a9e5583223831b1da61e017ed_jpg.rf.b214d95dd37b0eb72b986659a74a4bf9.jpg, 1, 0
84ac19bc5aa17b0e19d15c9b6d129b69_jpg.rf.b30ac50ed83100142013002f0a5358ac.jpg, 1, 0
5e76fb79ddc05dbfa2f3a57542192fda_jpg.rf.b214f932422842355723f1e20641ca4d.jpg, 1, 0
deepfake-src_26-ref_117_jpg.rf.b373a165a88e3cf6665c6fdea3477c9f.jpg, 0, 1
bef60cb50ab5eea8025bad052b142160_jpg.rf.b325920c121af32052ddfd10f74f004d.jpg, 0, 1
9d253a91ffd56726f63fa8ce0242517e_jpg.rf.b4759a084cc526c1951536dafa076b85.jpg, 0, 1
dd8d8942f792bd99c7e134cd1e94f558_jpg.rf.b449b47e8d289e24a65d2d0bff70757d.jpg, 0, 1
deepfake-src_4-ref_123_jpg.rf.b318e1a1b658ab075c25546ddf46c548.jpg, 0, 1
0899ef2bb01e1c139c3523c91510dfa2_jpg.rf.b28d5472aa6323c80d0204a414b97153.jpg, 1, 0
6d7b6e2f0fed76e081353fbe393a63dc_jpg.rf.b3d023a8714cdb673666c7b4dc8296db.jpg, 1, 0
9c5e40d558ed557c78c19714cd0ca702_jpg.rf.b3efa7ecede87f8f02936452bfa0f6ff.jpg, 1, 0
5bc3597d7440e1aa2ce8d1758a5fc012_jpg.rf.b436b5ffcc08b6076cb5b572f1397547.jpg, 0, 1
2b3a8a2ce62e9dd04d2bcc46b8acd03c_jpg.rf.b37a6efcef30afafc725ce4b482047f9.jpg, 0, 1
0ae4fb546808fa2366bfb41bbcb7c841_jpg.rf.b34a5285295cfe5f6589f1feb111558a.jpg, 0, 1
5db94e7b3e0c101665e17e80028326c1_jpg.rf.b3c2fb286a33f91ffe1e1a9445cbb7d2.jpg, 0, 1
flipped_3c7bd22386afa9fca2b1b6bf7b000450_jpg.rf.b4a482695c82b8da183cf8c6516fd694.jpg, 1, 0
